MonthKey,CellID,CellName,OpeningStdHrs,StdHoursAdded,ClosingStdHrs,PMIntervalStdHrs,PMTriggered,TriggerType,CarryOverAfterPM,MonthsSinceLastPM,Scenario
2026-12,CELL-04,Heat Treatment,2885.8,1580.4,4466.2,4000,Yes,Std Hours,466.2,3,Forecast
2027-01,CELL-04,Heat Treatment,466.2,1580.4,2046.6,4000,No,,2046.6,1,Forecast
2027-02,CELL-04,Heat Treatment,2046.6,1580.4,3627.0,4000,No,,3627.0,2,Forecast
2027-03,CELL-04,Heat Treatment,3627.0,1706.8,5333.8,4000,Yes,Std Hours,1333.8,3,Forecast
2027-04,CELL-04,Heat Treatment,1333.8,1295.9,2629.7,4000,No,,2629.7,1,Forecast
2027-05,CELL-04,Heat Treatment,2629.7,1580.4,4210.1,4000,Yes,Std Hours,210.1,2,Forecast
2027-06,CELL-04,Heat Treatment,210.1,1580.4,1790.5,4000,No,,1790.5,1,Forecast
2027-07,CELL-04,Heat Treatment,1790.5,1580.4,3370.9,4000,No,,3370.9,2,Forecast
2027-08,CELL-04,Heat Treatment,3370.9,1580.4,4951.3,4000,Yes,Std Hours,951.3,3,Forecast
2024-09,CELL-05,Assembly Line 1,1754.1,1020.6,2774.7,4000,No,,2774.7,0,Actual
2024-10,CELL-05,Assembly Line 1,2774.7,764.0,3538.7,4000,No,,3538.7,1,Actual
2024-11,CELL-05,Assembly Line 1,3538.7,892.3,4431.0,4000,Yes,Std Hours,431.0,2,Actual
2024-12,CELL-05,Assembly Line 1,431.0,822.3,1253.3,4000,No,,1253.3,1,Actual
2025-01,CELL-05,Assembly Line 1,1253.3,911.0,2164.3,4000,No,,2164.3,2,Actual
2025-02,CELL-05,Assembly Line 1,2164.3,778.1,2942.4,4000,No,,2942.4,3,Actual
2025-03,CELL-05,Assembly Line 1,2942.4,922.1,3864.5,4000,No,,3864.5,4,Actual
2025-04,CELL-05,Assembly Line 1,3864.5,701.2,4565.7,4000,Yes,Std Hours,565.7,5,Actual
2025-05,CELL-05,Assembly Line 1,565.7,972.7,1538.4,4000,No,,1538.4,1,Actual
2025-06,CELL-05,Assembly Line 1,1538.4,950.2,2488.6,4000,No,,2488.6,2,Actual
2025-07,CELL-05,Assembly Line 1,2488.6,799.7,3288.3,4000,No,,3288.3,3,Actual
2025-08,CELL-05,Assembly Line 1,3288.3,853.3,4141.6,4000,Yes,Std Hours,141.6,4,Actual
2025-09,CELL-05,Assembly Line 1,141.6,835.3,976.9,4000,No,,976.9,1,Actual
2025-10,CELL-05,Assembly Line 1,976.9,774.4,1751.3,4000,No,,1751.3,2,Actual
2025-11,CELL-05,Assembly Line 1,1751.3,930.8,2682.1,4000,No,,2682.1,3,Actual
2025-12,CELL-05,Assembly Line 1,2682.1,792.7,3474.8,4000,No,,3474.8,4,Actual
2026-01,CELL-05,Assembly Line 1,3474.8,869.4,4344.2,4000,Yes,Std Hours,344.2,5,Actual
2026-02,CELL-05,Assembly Line 1,344.2,859.1,1203.3,4000,No,,1203.3,1,Actual
2026-03,CELL-05,Assembly Line 1,1203.3,809.7,2013.0,4000,No,,2013.0,2,Actual
2026-04,CELL-05,Assembly Line 1,2013.0,728.2,2741.2,4000,No,,2741.2,3,Actual
2026-05,CELL-05,Assembly Line 1,2741.2,833.2,3574.4,4000,No,,3574.4,4,Actual
2026-06,CELL-05,Assembly Line 1,3574.4,885.0,4459.4,4000,Yes,Std Hours,459.4,5,Actual
2026-07,CELL-05,Assembly Line 1,459.4,824.7,1284.1,4000,No,,1284.1,1,Actual
2026-08,CELL-05,Assembly Line 1,1284.1,632.9,1917.0,4000,No,,1917.0,2,Actual
2026-09,CELL-05,Assembly Line 1,1917.0,915.4,2832.4,4000,No,,2832.4,3,Forecast
2026-10,CELL-05,Assembly Line 1,2832.4,695.1,3527.5,4000,No,,3527.5,4,Forecast
2026-11,CELL-05,Assembly Line 1,3527.5,847.6,4375.1,4000,Yes,Std Hours,375.1,5,Forecast
2026-12,CELL-05,Assembly Line 1,375.1,847.6,1222.7,4000,No,,1222.7,1,Forecast
2027-01,CELL-05,Assembly Line 1,1222.7,847.6,2070.3,4000,No,,2070.3,2,Forecast
2027-02,CELL-05,Assembly Line 1,2070.3,847.6,2917.9,4000,No,,2917.9,3,Forecast
2027-03,CELL-05,Assembly Line 1,2917.9,915.4,3833.3,4000,No,,3833.3,4,Forecast
2027-04,CELL-05,Assembly Line 1,3833.3,695.1,4528.4,4000,Yes,Std Hours,528.4,5,Forecast
2027-05,CELL-05,Assembly Line 1,528.4,847.6,1376.0,4000,No,,1376.0,1,Forecast
2027-06,CELL-05,Assembly Line 1,1376.0,847.6,2223.6,4000,No,,2223.6,2,Forecast
2027-07,CELL-05,Assembly Line 1,2223.6,847.6,3071.2,4000,No,,3071.2,3,Forecast
2027-08,CELL-05,Assembly Line 1,3071.2,847.6,3918.8,4000,No,,3918.8,4,Forecast
2024-09,CELL-06,Paint & Finishing,884.0,392.6,1276.6,4000,No,,1276.6,0,Actual
2024-10,CELL-06,Paint & Finishing,1276.6,386.0,1662.6,4000,No,,1662.6,1,Actual
2024-11,CELL-06,Paint & Finishing,1662.6,465.0,2127.6,4000,No,,2127.6,2,Actual
2024-12,CELL-06,Paint & Finishing,2127.6,459.7,2587.3,4000,No,,2587.3,3,Actual
2025-01,CELL-06,Paint & Finishing,2587.3,398.2,2985.5,4000,No,,2985.5,4,Actual
2025-02,CELL-06,Paint & Finishing,2985.5,369.0,3354.5,4000,No,,3354.5,5,Actual
2025-03,CELL-06,Paint & Finishing,3354.5,503.2,3857.7,4000,No,,3857.7,6,Actual
2025-04,CELL-06,Paint & Finishing,3857.7,389.0,4246.7,4000,Yes,Std Hours,246.7,7,Actual
2025-05,CELL-06,Paint & Finishing,246.7,372.9,619.6,4000,No,,619.6,1,Actual
2025-06,CELL-06,Paint & Finishing,619.6,420.4,1040.0,4000,No,,1040.0,2,Actual
2025-07,CELL-06,Paint & Finishing,1040.0,371.3,1411.3,4000,No,,1411.3,3,Actual
2025-08,CELL-06,Paint & Finishing,1411.3,453.3,1864.6,4000,No,,1864.6,4,Actual
2025-09,CELL-06,Paint & Finishing,1864.6,490.5,2355.1,4000,No,,2355.1,5,Actual
2025-10,CELL-06,Paint & Finishing,2355.1,310.7,2665.8,4000,No,,2665.8,6,Actual
2025-11,CELL-06,Paint & Finishing,2665.8,420.2,3086.0,4000,No,,3086.0,7,Actual
2025-12,CELL-06,Paint & Finishing,3086.0,429.3,3515.3,4000,No,,3515.3,8,Actual
2026-01,CELL-06,Paint & Finishing,3515.3,395.8,3911.1,4000,No,,3911.1,9,Actual
2026-02,CELL-06,Paint & Finishing,3911.1,468.1,4379.2,4000,Yes,Std Hours,379.2,10,Actual
2026-03,CELL-06,Paint & Finishing,379.2,448.2,827.4,4000,No,,827.4,1,Actual
2026-04,CELL-06,Paint & Finishing,827.4,319.9,1147.3,4000,No,,1147.3,2,Actual
2026-05,CELL-06,Paint & Finishing,1147.3,429.2,1576.5,4000,No,,1576.5,3,Actual
2026-06,CELL-06,Paint & Finishing,1576.5,452.1,2028.6,4000,No,,2028.6,4,Actual
2026-07,CELL-06,Paint & Finishing,2028.6,389.4,2418.0,4000,No,,2418.0,5,Actual
2026-08,CELL-06,Paint & Finishing,2418.0,363.8,2781.8,4000,No,,2781.8,6,Actual
2026-09,CELL-06,Paint & Finishing,2781.8,457.5,3239.3,4000,No,,3239.3,7,Forecast
2026-10,CELL-06,Paint & Finishing,3239.3,347.3,3586.6,4000,No,,3586.6,8,Forecast
2026-11,CELL-06,Paint & Finishing,3586.6,423.6,4010.2,4000,Yes,Std Hours,10.2,9,Forecast
2026-12,CELL-06,Paint & Finishing,10.2,423.6,433.8,4000,No,,433.8,1,Forecast
2027-01,CELL-06,Paint & Finishing,433.8,423.6,857.4,4000,No,,857.4,2,Forecast
2027-02,CELL-06,Paint & Finishing,857.4,423.6,1281.0,4000,No,,1281.0,3,Forecast
2027-03,CELL-06,Paint & Finishing,1281.0,457.5,1738.5,4000,No,,1738.5,4,Forecast
2027-04,CELL-06,Paint & Finishing,1738.5,347.3,2085.8,4000,No,,2085.8,5,Forecast
2027-05,CELL-06,Paint & Finishing,2085.8,423.6,2509.4,4000,No,,2509.4,6,Forecast
2027-06,CELL-06,Paint & Finishing,2509.4,423.6,2933.0,4000,No,,2933.0,7,Forecast
2027-07,CELL-06,Paint & Finishing,2933.0,423.6,3356.6,4000,No,,3356.6,8,Forecast
2027-08,CELL-06,Paint & Finishing,3356.6,423.6,3780.2,4000,No,,3780.2,9,Forecast
2024-09,CELL-07,Robotic Welding Bay,1483.3,720.2,2203.5,4000,No,,2203.5,0,Actual
2024-10,CELL-07,Robotic Welding Bay,2203.5,520.8,2724.3,4000,No,,2724.3,1,Actual
2024-11,CELL-07,Robotic Welding Bay,2724.3,656.0,3380.3,4000,No,,3380.3,2,Actual
2024-12,CELL-07,Robotic Welding Bay,3380.3,589.3,3969.6,4000,No,,3969.6,3,Actual
2025-01,CELL-07,Robotic Welding Bay,3969.6,614.5,4584.1,4000,Yes,Std Hours,584.1,4,Actual
2025-02,CELL-07,Robotic Welding Bay,584.1,641.9,1226.0,4000,No,,1226.0,1,Actual
2025-03,CELL-07,Robotic Welding Bay,1226.0,751.6,1977.6,4000,No,,1977.6,2,Actual
2025-04,CELL-07,Robotic Welding Bay,1977.6,519.9,2497.5,4000,No,,2497.5,3,Actual
2025-05,CELL-07,Robotic Welding Bay,2497.5,638.4,3135.9,4000,No,,3135.9,4,Actual
2025-06,CELL-07,Robotic Welding Bay,3135.9,615.5,3751.4,4000,No,,3751.4,5,Actual
2025-07,CELL-07,Robotic Welding Bay,3751.4,732.4,4483.8,4000,Yes,Std Hours,483.8,6,Actual
2025-08,CELL-07,Robotic Welding Bay,483.8,659.3,1143.1,4000,No,,1143.1,1,Actual
2025-09,CELL-07,Robotic Welding Bay,1143.1,866.6,2009.7,4000,No,,2009.7,2,Actual
2025-10,CELL-07,Robotic Welding Bay,2009.7,656.8,2666.5,4000,No,,2666.5,3,Actual
2025-11,CELL-07,Robotic Welding Bay,2666.5,646.7,3313.2,4000,No,,3313.2,4,Actual
2025-12,CELL-07,Robotic Welding Bay,3313.2,687.8,4001.0,4000,Yes,Std Hours,1.0,5,Actual
2026-01,CELL-07,Robotic Welding Bay,1.0,785.1,786.1,4000,No,,786.1,1,Actual
2026-02,CELL-07,Robotic Welding Bay,786.1,696.5,1482.6,4000,No,,1482.6,2,Actual
2026-03,CELL-07,Robotic Welding Bay,1482.6,740.8,2223.4,4000,No,,2223.4,3,Actual
2026-04,CELL-07,Robotic Welding Bay,2223.4,710.4,2933.8,4000,No,,2933.8,4,Actual
2026-05,CELL-07,Robotic Welding Bay,2933.8,795.4,3729.2,4000,No,,3729.2,5,Actual
2026-06,CELL-07,Robotic Welding Bay,3729.2,781.6,4510.8,4000,Yes,Std Hours,510.8,6,Actual
2026-07,CELL-07,Robotic Welding Bay,510.8,858.8,1369.6,4000,No,,1369.6,1,Actual
2026-08,CELL-07,Robotic Welding Bay,1369.6,788.1,2157.7,4000,No,,2157.7,2,Actual
2026-09,CELL-07,Robotic Welding Bay,2157.7,876.9,3034.6,4000,No,,3034.6,3,Forecast
2026-10,CELL-07,Robotic Welding Bay,3034.6,665.8,3700.4,4000,No,,3700.4,4,Forecast
2026-11,CELL-07,Robotic Welding Bay,3700.4,811.9,4512.3,4000,Yes,Std Hours,512.3,5,Forecast
2026-12,CELL-07,Robotic Welding Bay,512.3,811.9,1324.2,4000,No,,1324.2,1,Forecast
2027-01,CELL-07,Robotic Welding Bay,1324.2,811.9,2136.1,4000,No,,2136.1,2,Forecast
2027-02,CELL-07,Robotic Welding Bay,2136.1,811.9,2948.0,4000,No,,2948.0,3,Forecast
2027-03,CELL-07,Robotic Welding Bay,2948.0,876.9,3824.9,4000,No,,3824.9,4,Forecast
2027-04,CELL-07,Robotic Welding Bay,3824.9,665.8,4490.7,4000,Yes,Std Hours,490.7,5,Forecast
2027-05,CELL-07,Robotic Welding Bay,490.7,811.9,1302.6,4000,No,,1302.6,1,Forecast
2027-06,CELL-07,Robotic Welding Bay,1302.6,811.9,2114.5,4000,No,,2114.5,2,Forecast
2027-07,CELL-07,Robotic Welding Bay,2114.5,811.9,2926.4,4000,No,,2926.4,3,Forecast
2027-08,CELL-07,Robotic Welding Bay,2926.4,811.9,3738.3,4000,No,,3738.3,4,Forecast
2024-09,CELL-08,Press Shop,387.6,316.2,703.8,4000,No,,703.8,0,Actual
2024-10,CELL-08,Press Shop,703.8,265.0,968.8,4000,No,,968.8,1,Actual
2024-11,CELL-08,Press Shop,968.8,322.1,1290.9,4000,No,,1290.9,2,Actual
2024-12,CELL-08,Press Shop,1290.9,325.6,1616.5,4000,No,,1616.5,3,Actual
2025-01,CELL-08,Press Shop,1616.5,349.3,1965.8,4000,No,,1965.8,4,Actual
2025-02,CELL-08,Press Shop,1965.8,343.7,2309.5,4000,No,,2309.5,5,Actual
2025-03,CELL-08,Press Shop,2309.5,401.5,2711.0,4000,No,,2711.0,6,Actual
